"yyyymm","Index","D12","E12","b/m","tbl","AAA","BAA","lty","ntis","Rfree","infl","ltr","corpr","svar","csp","CRSP_SPvw","CRSP_SPvwx"
"200404","1,107.30","18.2167","53.3833","0.2853718668","0.0094","0.0573","0.0646","0.0531","0.0137662795","0.000800","0.0032017076","-0.0588","-0.0534","0.0012309377","NaN","-0.015584","-0.016719"
"200405","1,120.68","18.4093","54.7667","0.2864115739","0.0102","0.0604","0.0675","0.0539","0.0163300833","0.000600","0.0058510638","-0.0051","-0.0071","0.0009776153","NaN","0.013629","0.012024"
"200406","1,140.84","18.6020","56.1500","0.2796316030","0.0127","0.0601","0.0678","0.0532","0.0144914269","0.000800","0.0031729244","0.0121","0.0093","0.0007707704","NaN","0.019488","0.018019"
"200407","1,101.72","18.7890","56.6900","0.2877883095","0.0133","0.0582","0.0662","0.0523","0.0147206707","0.001000","-0.0015814444","0.0155","0.0184","0.0007770943","NaN","-0.032954","-0.034111"
"200408","1,104.24","18.9760","57.2300","0.2868206158","0.0148","0.0565","0.0646","0.0493","0.0142786966","0.001100","0.0005279831","0.0395","0.0395","0.0014428520","NaN","0.003807","0.002019"
"200409","1,114.58","19.1630","57.7700","0.2894853015","0.0165","0.0546","0.0627","0.0488","0.0091322561","0.001100","0.0021108179","0.0096","0.0101","0.0007056832","NaN","0.010817","0.009347"
"200410","1,130.20","19.2560","58.0300","0.2910095966","0.0176","0.0547","0.0621","0.0478","0.0074288562","0.001100","0.0052659294","0.0154","0.0164","0.0012304685","NaN","0.014973","0.013699"
"200411","1,173.82","19.3490","58.2900","0.2798316459","0.0207","0.0552","0.0620","0.0502","0.0121769100","0.001500","0.0005238345","-0.0234","-0.0200","0.0008574256","NaN","0.040559","0.035572"
"200412","1,211.92","19.4420","58.5500","0.2706192427","0.0219","0.0547","0.0615","0.0484","0.0130015047","0.001600","-0.0036649215","0.0250","0.0257","0.0007278502","NaN","0.033734","0.032086"
"200501","1,181.27","19.7030","59.1067","0.2781798561","0.0233","0.0536","0.0602","0.0465","0.0135454958","0.001600","0.0021019443","0.0300","0.0277","0.0008214051","NaN","-0.023824","-0.024749"
"200502","1,203.60","19.9640","59.6633","0.2710410236","0.0254","0.0520","0.0582","0.0479","0.0117584139","0.001600","0.0057682223","-0.0128","-0.0112","0.0008344437","NaN","0.021152","0.019015"
"200503","1,180.59","20.2250","60.2200","0.3198568893","0.0274","0.0540","0.0606","0.0488","0.0090972310","0.002100","0.0078206465","-0.0072","-0.0125","0.0008598946","NaN","-0.017240","-0.018729"
"200504","1,156.85","20.4583","61.2333","0.3296244007","0.0278","0.0533","0.0605","0.0461","0.0079355619","0.002100","0.0067252975","0.0373","0.0327","0.0018258937","NaN","-0.018926","-0.020076"
"200505","1,191.50","20.6917","62.2467","0.3209655046","0.0284","0.0515","0.0601","0.0440","0.0047766126","0.002400","-0.0010277492","0.0297","0.0295","0.0008594160","NaN","0.031994","0.030156"
"200506","1,191.33","20.9250","63.2600","0.3269790569","0.0297","0.0496","0.0586","0.0429","0.0053656599","0.002300","0.0005144033","0.0167","0.0141","0.0005421187","NaN","0.001717","0.000139"
"200507","1,234.18","21.1070","64.3300","0.3157342746","0.0322","0.0506","0.0595","0.0456","0.0044800758","0.002400","0.0046272494","-0.0288","-0.0244","0.0006499082","NaN","0.037364","0.036163"
"200508","1,220.33","21.2890","65.4000","0.3205331247","0.0344","0.0509","0.0596","0.0432","0.0054049394","0.003000","0.0051177073","0.0333","0.0233","0.0006967234","NaN","-0.009159","-0.011265"
"200509","1,228.81","21.4710","66.4700","0.3178915098","0.0342","0.0513","0.0603","0.0464","0.0067164013","0.002900","0.0122199593","-0.0338","-0.0310","0.0006599007","NaN","0.008067","0.006916"
"200510","1,207.01","21.7193","67.5900","0.3218081871","0.0371","0.0535","0.0630","0.0484","0.0057493057","0.002700","0.0020120724","-0.0196","-0.0204","0.0018179863","NaN","-0.015672","-0.016697"
"200511","1,249.48","21.9677","68.7100","0.3109143456","0.0388","0.0542","0.0639","0.0481","0.0057679659","0.003100","-0.0080321285","0.0076","0.0099","0.0005398989","NaN","0.038289","0.035675"
"200512","1,248.29","22.2160","69.8300","0.3134779566","0.0389","0.0537","0.0632","0.0461","0.0030588856","0.003200","-0.0040485830","0.0267","0.0225","0.0004329976","NaN","-0.000060","-0.001396"
"200601","1,280.08","22.4053","70.7767","0.3092262579","0.0424","0.0529","0.0624","0.0474","-0.0004457404","0.003500","0.0076219512","-0.0118","-0.0093","0.0009754252","NaN","0.026442","0.025424"
"200602","1,280.66","22.5947","71.7233","0.3056103611","0.0443","0.0535","0.0627","0.0457","0.0020383228","0.003400","0.0020171457","0.0238","0.0128","0.0006485364","NaN","0.002425","0.000167"
"200603","1,294.87","22.7840","72.6700","0.3160094407","0.0451","0.0553","0.0641","0.0507","0.0021519945","0.003700","0.0055359839","-0.0539","-0.0404","0.0005452508","NaN","0.012909","0.011511"
"200604","1,310.61","23.0017","73.2767","0.3088419778","0.0460","0.0584","0.0668","0.0532","-0.0034725183","0.003600","0.0085085085","-0.0247","-0.0224","0.0005998073","NaN","0.012064","0.010850"
"200605","1,270.09","23.2193","73.8833","0.3143403075","0.0472","0.0595","0.0675","0.0535","-0.0026567382","0.004300","0.0049627792","0.0010","-0.0020","0.0013551637","NaN","-0.028319","-0.030519"
"200606","1,270.20","23.4370","74.4900","0.3148502899","0.0479","0.0589","0.0678","0.0531","-0.0021954894","0.004000","0.0019753086","0.0092","0.0039","0.0021028157","NaN","0.001587","0.000348"
"200607","1,276.66","23.6567","75.8500","0.3138521753","0.0495","0.0585","0.0676","0.0518","-0.0023631203","0.004000","0.0029571217","0.0199","0.0237","0.0014516632","NaN","0.005571","0.004510"
"200608","1,303.82","23.8763","77.2100","0.3084617987","0.0496","0.0568","0.0659","0.0496","-0.0084739867","0.004200","0.0019656020","0.0299","0.0361","0.0004692515","NaN","0.024150","0.021679"
"200609","1,335.85","24.0960","78.5700","0.3005932835","0.0481","0.0551","0.0643","0.0484","-0.0094934856","0.004100","-0.0049043649","0.0170","0.0183","0.0005133952","NaN","0.026487","0.025296"
"200610","1,377.94","24.3587","79.5500","0.2905991608","0.0492","0.0551","0.0642","0.0481","-0.0089347400","0.004100","-0.0054213898","0.0077","0.0127","0.0004505882","NaN","0.032527","0.031420"
"200611","1,400.63","24.6213","80.5300","0.2872418677","0.0494","0.0533","0.0620","0.0467","-0.0151110288","0.004200","-0.0014866204","0.0207","0.0246","0.0005921951","NaN","0.018385","0.015887"
"200612","1,418.30","24.8840","81.5100","0.2816823997","0.0485","0.0532","0.0622","0.0491","-0.0150367791","0.004000","0.0014888337","-0.0236","-0.0232","0.0003575308","NaN","0.013768","0.012294"
"200701","1,438.24","25.0873","82.0567","0.2781442105","0.0498","0.0540","0.0634","0.0502","-0.0139866635","0.004400","0.0030525273","-0.0102","-0.0051","0.0004504838","NaN","0.015313","0.014345"
"200702","1,406.82","25.2907","82.6033","0.2861484942","0.0503","0.0539","0.0628","0.0477","-0.0151410241","0.003800","0.0053503676","0.0335","0.0287","0.0014768552","NaN","-0.019288","-0.021598"
"200703","1,420.86","25.4940","83.1500","0.2690500135","0.0494","0.0530","0.0627","0.0493","-0.0124863526","0.004300","0.0091056959","-0.0145","-0.0231","0.0015875259","NaN","0.010894","0.009679"
"200704","1,482.37","25.7193","83.7402","0.2544561689","0.0487","0.0547","0.0639","0.0489","-0.0089118997","0.004400","0.0064961627","0.0085","0.0140","0.0005821462","NaN","0.043991","0.042857"
"200705","1,530.62","25.9447","84.3305","0.2439114941","0.0473","0.0547","0.0639","0.0510","-0.0102831177","0.004100","0.0061107187","-0.0200","-0.0178","0.0006965734","NaN","0.034459","0.032154"
"200706","1,503.35","26.1700","84.9207","0.2478956100","0.0461","0.0579","0.0670","0.0521","-0.0110640056","0.004000","0.0019379752","-0.0091","-0.0148","0.0014724362","NaN","-0.016620","-0.017829"
"200707","1,455.27","26.4393","82.8141","0.2515849644","0.0482","0.0573","0.0665","0.0501","-0.0152618551","0.004000","-0.0002543772","0.0284","-0.0032","0.0024262615","NaN","-0.031197","-0.032283"
"200708","1,473.99","26.7087","80.7074","0.2488398512","0.0420","0.0579","0.0665","0.0487","-0.0121975375","0.004200","-0.0018339022","0.0199","0.0152","0.0051339638","NaN","0.015094","0.012859"
"200709","1,526.75","26.9780","78.6007","0.2392074367","0.0389","0.0574","0.0659","0.0489","-0.0130150040","0.003200","0.0027559074","0.0012","0.0135","0.0018684768","NaN","0.037468","0.035923"
"200710","1,549.38","27.2293","74.4607","0.2386170601","0.0390","0.0566","0.0648","0.0480","-0.0179547999","0.003200","0.0021391913","0.0155","0.0088","0.0016828778","NaN","0.017360","0.016292"
"200711","1,481.14","27.4807","70.3207","0.2485796916","0.0327","0.0544","0.0640","0.0445","-0.0251586040","0.003400","0.0059396179","0.0468","0.0079","0.0056368360","NaN","-0.041382","-0.043581"
"200712","1,468.36","27.7320","66.1807","0.2505829731","0.0300","0.0549","0.0665","0.0450","-0.0406372941","0.002700","-0.0006708631","-0.0029","0.0028","0.0023453304","NaN","-0.006116","-0.007903"
"200801","1,378.55","27.9220","64.2507","0.2627544223","0.0275","0.0533","0.0654","0.0436","-0.0431791533","0.002100","0.0049705765","0.0213","0.0017","0.0048317857","NaN","-0.061166","-0.062332"
"200802","1,330.63","28.1120","62.3207","0.2709793210","0.0212","0.0553","0.0682","0.0438","-0.0496082153","0.001300","0.0029041122","0.0018","-0.0071","0.0032256417","NaN","-0.031419","-0.033693"
"200803","1,322.70","28.3020","60.3907","0.2540575672","0.0126","0.0551","0.0689","0.0432","-0.0518315586","0.001700","0.0086682129","0.0106","-0.0059","0.0063376728","NaN","-0.003400","-0.005054"
"200804","1,385.59","28.4387","57.3838","0.2430146964","0.0129","0.0555","0.0697","0.0458","-0.0488447293","0.001800","0.0060647784","-0.0288","0.0091","0.0029037295","NaN","0.048629","0.047490"
"200805","1,400.38","28.5753","54.3769","0.2465106122","0.0173","0.0557","0.0693","0.0475","-0.0454623897","0.001800","0.0084208860","-0.0164","-0.0277","0.0016406530","NaN","0.012986","0.010708"
"200806","1,280.00","28.7120","51.3700","0.2744913881","0.0186","0.0568","0.0707","0.0460","-0.0473768859","0.001700","0.0100769969","0.0220","-0.0061","0.0034252405","NaN","-0.082842","-0.084569"
"200807","1,267.38","28.7593","49.5633","0.2738156551","0.0163","0.0567","0.0716","0.0465","-0.0469318453","0.001500","0.0052510111","-0.0025","-0.0109","0.0044658468","NaN","-0.007306","-0.008738"
"200808","1,282.83","28.8067","47.7567","0.2698892455","0.0172","0.0564","0.0715","0.0449","-0.0463334367","0.001300","-0.0039915623","0.0242","0.0121","0.0034478472","NaN","0.014955","0.012682"
"200809","1,166.36","28.8540","45.9500","0.2871235482","0.0113","0.0565","0.0731","0.0443","-0.0489228444","0.001500","-0.0013830185","0.0112","-0.0863","0.0237746692","NaN","-0.085467","-0.087287"
"200810","968.75","28.6983","35.5933","0.3340993736","0.0067","0.0628","0.0888","0.0478","-0.0559541667","0.000800","-0.0101013333","-0.0383","-0.0450","0.0580885247","NaN","-0.166980","-0.168455"
"200811","896.24","28.5427","25.2367","0.3528673559","0.0019","0.0612","0.0921","0.0372","-0.0527795751","0.000300","-0.0191528953","0.1443","0.1174","0.0362568805","NaN","-0.073512","-0.076514"
"200812","903.25","28.3870","14.8800","0.3549842247","0.0003","0.0505","0.0843","0.0303","-0.0244984636","0.000000","-0.0103424738","0.0967","0.1560","0.0200900813","NaN","0.011995","0.009229"
"200901","825.88","28.0097","12.2067","0.3893931402","0.0013","0.0505","0.0814","0.0394","-0.0250561378","0.000000","0.0043524174","-0.1124","-0.0949","0.0119710960","NaN","-0.082615","-0.084039"
"200902","735.09","27.6323","9.5333","0.4411030550","0.0030","0.0527","0.0808","0.0401","-0.0249274947","0.000100","0.0049729330","-0.0056","-0.0308","0.0099612092","NaN","-0.103588","-0.107402"
"200903","797.87","27.2550","6.8600","0.4461408452","0.0021","0.0550","0.0842","0.0355","-0.0374273876","0.000200","0.0024317485","0.0641","-0.0018","0.0203643787","NaN","0.087634","0.084154"
"200904","872.81","26.7013","7.0767","0.4155974692","0.0016","0.0539","0.0839","0.0410","-0.0309930370","0.000100","0.0024963683","-0.0649","-0.0030","0.0075510403","NaN","0.094230","0.092550"
"200905","919.14","26.1477","7.2933","0.3993550839","0.0018","0.0554","0.0806","0.0432","-0.0243487574","0.000000","0.0028887638","-0.0248","0.0489","0.0063811403","NaN","0.054640","0.051848"
"200906","919.32","25.5940","7.5100","0.4018764058","0.0018","0.0561","0.0750","0.0429","-0.0220974913","0.000100","0.0085898923","0.0083","0.0350","0.0034725262","NaN","0.002476","0.000680"
"200907","987.48","25.0297","9.1867","0.3701258558","0.0018","0.0541","0.0709","0.0430","-0.0137816430","0.000100","-0.0015855869","0.0019","0.0565","0.0037710547","NaN","0.074482","0.073101"
"200908","1,020.62","24.4653","10.8633","0.3574715573","0.0017","0.0526","0.0658","0.0415","-0.0079214037","0.000100","0.0022428500","0.0231","0.0235","0.0021777240","NaN","0.034751","0.032255"
"200909","1,057.08","23.9010","12.5400","0.3495214306","0.0012","0.0513","0.0631","0.0403","-0.0000143322","0.000100","0.0006254807","0.0176","0.0273","0.0019126285","NaN","0.036534","0.034978"
"200910","1,036.19","23.4023","25.3500","0.3495052369","0.0007","0.0515","0.0629","0.0420","0.0031975992","0.000000","0.0009631012","-0.0171","0.0016","0.0038979663","NaN","-0.018259","-0.019458"
"200911","1,095.63","22.9037","38.1600","0.3281491062","0.0005","0.0519","0.0632","0.0406","0.0075319203","0.000000","0.0007077534","0.0208","0.0044","0.0020013190","NaN","0.060257","0.057607"
"200912","1,115.10","22.4050","50.9700","0.3255306601","0.0005","0.0526","0.0637","0.0458","0.0105944679","0.000100","-0.0017611982","-0.0584","-0.0275","0.0009334353","NaN","0.018983","0.017346"
"201001","1,073.87","22.2380","54.2900","0.3371946683","0.0006","0.0526","0.0625","0.0441","0.0134096854","0.000000","0.0034174736","0.0264","0.0096","0.0019917025","NaN","-0.035751","-0.036781"
"201002","1,104.49","22.0710","57.6100","0.3287713820","0.0011","0.0535","0.0634","0.0441","0.0139320766","0.000000","0.0002492074","0.0032","0.0039","0.0023732454","NaN","0.030424","0.028014"
"201003","1,169.43","21.9040","60.9300","0.3818781703","0.0015","0.0527","0.0627","0.0458","0.0263901075","0.000100","0.0041062835","-0.0179","0.0045","0.0006334088","NaN","0.061014","0.059430"
"201004","1,186.69","21.9483","62.9867","0.3766061292","0.0016","0.0529","0.0625","0.0437","0.0266511206","0.000100","0.0017368849","0.0304","0.0357","0.0017938348","NaN","0.015977","0.014957"
"201005","1,089.41","21.9927","65.0433","0.4090027948","0.0016","0.0496","0.0605","0.0407","0.0257196642","0.000100","0.0007751974","0.0437","-0.0051","0.0081078432","NaN","-0.080111","-0.082337"
"201006","1,030.71","22.0370","67.1000","0.4241765415","0.0012","0.0488","0.0623","0.0376","0.0187758808","0.000100","-0.0009762671","0.0446","0.0519","0.0055917548","NaN","-0.053525","-0.055115"
"201007","1,101.60","22.1423","68.6867","0.3961335532","0.0016","0.0472","0.0601","0.0377","0.0155567614","0.000100","0.0002110431","0.0024","0.0170","0.0033487858","NaN","0.070451","0.068620"
"201008","1,049.33","22.2477","70.2733","0.4139816191","0.0016","0.0449","0.0566","0.0327","0.0112177194","0.000100","0.0013806643","0.0702","0.0473","0.0027046021","NaN","-0.045434","-0.047840"
"201009","1,141.20","22.3530","71.8600","0.3843057828","0.0015","0.0453","0.0566","0.0341","0.0033375091","0.000100","0.0005817362","-0.0153","-0.0144","0.0023371834","NaN","0.090383","0.088751"
"201010","1,183.26","22.4783","73.6900","0.3728872859","0.0013","0.0468","0.0572","0.0367","0.0072316415","0.000100","0.0012451989","-0.0317","-0.0203","0.0010800704","NaN","0.038726","0.037081"
"201011","1,180.55","22.6037","75.5200","0.3766947543","0.0014","0.0487","0.0592","0.0380","0.0147980073","0.000100","0.0004206464","-0.0137","-0.0057","0.0017379520","NaN","-0.000051","-0.002571"
"201012","1,257.64","22.7290","77.3500","0.3581003169","0.0014","0.0502","0.0610","0.0414","0.0126118489","0.000100","0.0017184408","-0.0388","-0.0036","0.0008321360","NaN","0.067054","0.065249"
"201101","1,286.12","22.9630","78.6700","0.3486322237","0.0015","0.0504","0.0609","0.0432","0.0153678849","0.000100","0.0047632301","-0.0196","-0.0198","0.0008632301","NaN","0.023349","0.022319"
"201102","1,327.22","23.1970","79.9900","0.3390965735","0.0013","0.0522","0.0615","0.0426","0.0159181079","0.000100","0.0049313650","0.0113","0.0157","0.0010655334","NaN","0.032508","0.030251"
"201103","1,325.83","23.4310","81.3100","0.3542699394","0.0010","0.0513","0.0603","0.0429","0.0124760224","0.000100","0.0097510720","-0.0006","-0.0072","0.0023472643","NaN","0.000625","-0.000867"
"201104","1,363.61","23.7343","82.1633","0.3406968012","0.0006","0.0516","0.0602","0.0416","0.0093802004","0.000000","0.0064394295","0.0199","0.0239","0.0006365303","NaN","0.029441","0.028358"
"201105","1,345.20","24.0377","83.0167","0.3472221891","0.0004","0.0496","0.0578","0.0391","0.0091168436","0.000000","0.0047041875","0.0355","0.0257","0.0009342036","NaN","-0.011313","-0.013572"
"201106","1,320.64","24.3410","83.8700","0.3515700392","0.0004","0.0499","0.0575","0.0409","0.0117335532","0.000000","-0.0010709671","-0.0179","-0.0210","0.0022947474","NaN","-0.016545","-0.018106"
"201107","1,292.28","24.6210","84.9067","0.3594189030","0.0004","0.0493","0.0576","0.0378","0.0123705605","0.000000","0.0008860457","0.0422","0.0473","0.0018307400","NaN","-0.019828","-0.020982"
"201108","1,218.89","24.9010","85.9433","0.3758125221","0.0002","0.0437","0.0536","0.0315","0.0127265619","0.000100","0.0027575889","0.0862","0.0240","0.0192222162","NaN","-0.054323","-0.056735"
"201109","1,131.42","25.1810","86.9800","0.3999228470","0.0001","0.0409","0.0527","0.0265","0.0130493015","0.000000","0.0015184621","0.0704","0.0575","0.0069158594","NaN","-0.070238","-0.071739"
"201110","1,253.30","25.5957","86.9700","0.3650779046","0.0002","0.0398","0.0537","0.0291","0.0078925078","0.000000","-0.0020626826","-0.0306","0.0094","0.0074008554","NaN","0.109014","0.107554"
"201111","1,246.96","26.0103","86.9600","0.3623298975","0.0001","0.0387","0.0514","0.0273","-0.0043403130","0.000000","-0.0008435613","0.0251","-0.0356","0.0076796025","NaN","-0.002727","-0.005552"
"201112","1,257.60","26.4250","86.9500","0.3572325407","0.0001","0.0393","0.0525","0.0255","-0.0064973312","0.000000","-0.0024665164","0.0270","0.0512","0.0027640924","NaN","0.009427","0.007613"
"201201","1,312.41","26.7343","87.4800","0.3454873026","0.0003","0.0385","0.0523","0.0249","-0.0130621323","0.000000","0.0044001914","0.0002","0.0194","0.0006481340","NaN","0.045205","0.044003"
"201202","1,365.68","27.0437","88.0100","0.3369739354","0.0009","0.0385","0.0514","0.0272","-0.0144663133","0.000000","0.0044029736","-0.0196","0.0057","0.0006237000","NaN","0.043341","0.040744"
"201203","1,408.47","27.3530","88.5400","0.3461819674","0.0008","0.0399","0.0523","0.0297","-0.0137750499","0.000000","0.0075945586","-0.0302","-0.0303","0.0011552699","NaN","0.032866","0.031282"
"201204","1,397.91","27.6753","88.3333","0.3461403112","0.0008","0.0396","0.0519","0.0268","-0.0124140257","0.000000","0.0030210295","0.0409","0.0251","0.0016275451","NaN","-0.006034","-0.007237"
"201205","1,310.33","27.9977","88.1267","0.3690473597","0.0009","0.0380","0.0507","0.0221","-0.0152707539","0.000100","-0.0011734794","0.0643","0.0344","0.0014960906","NaN","-0.059790","-0.062433"
"201206","1,362.16","28.3200","87.9200","0.3551038851","0.0009","0.0364","0.0502","0.0233","-0.0190430644","0.000000","-0.0014663969","-0.0136","0.0064","0.0034372280","NaN","0.041465","0.039888"
"201207","1,379.32","28.7433","87.4467","0.3515937051","0.0010","0.0340","0.0487","0.0216","-0.0203207728","0.000000","-0.0016297859","0.0247","0.0612","0.0015528399","NaN","0.014363","0.013096"
"201208","1,406.58","29.1667","86.9733","0.3493870523","0.0010","0.0348","0.0491","0.0223","-0.0197829564","0.000100","0.0055651582","-0.0068","-0.0093","0.0007271274","NaN","0.022744","0.019938"
"201209","1,440.67","29.5900","86.5000","0.3403829538","0.0011","0.0349","0.0484","0.0235","-0.0174249011","0.000100","0.0044622123","-0.0146","-0.0126","0.0010446353","NaN","0.025120","0.023547"
"201210","1,412.16","30.1423","86.5033","0.3492371221","0.0010","0.0347","0.0458","0.0238","-0.0157131371","0.000100","-0.0003889251","-0.0014","0.0206","0.0009255333","NaN","-0.017837","-0.019227"
"201211","1,416.18","30.6946","86.5067","0.3511375309","0.0009","0.0350","0.0451","0.0228","-0.0120939255","0.000100","-0.0047380867","0.0144","-0.0092","0.0019026489","NaN","0.005326","0.002154"
"201212","1,426.19","31.2469","86.5100","0.3490324432","0.0007","0.0365","0.0463","0.0246","-0.0115491176","0.000100","-0.0026930645","-0.0202","-0.0062","0.0010357072","NaN","0.008508","0.005902"
"201301","1,498.11","31.5353","86.9067","0.3299840266","0.0007","0.0380","0.0473","0.0291","-0.0080167341","0.000000","0.0029573042","-0.0332","-0.0313","0.0009068013","NaN","0.052361","0.051024"
"201302","1,514.68","31.8236","87.3033","0.3254312323","0.0010","0.0390","0.0485","0.0285","-0.0088642493","0.000000","0.0081900295","0.0114","0.0093","0.0012427427","NaN","0.013013","0.010511"
"201303","1,569.19","32.1119","87.7000","0.3461299966","0.0009","0.0393","0.0485","0.0287","-0.0089106395","0.000000","0.0026145086","-0.0062","-0.0018","0.0004845200","NaN","0.037584","0.036025"
"201304","1,597.57","32.4967","88.7833","0.3400362539","0.0006","0.0373","0.0459","0.0264","-0.0080048589","0.000000","-0.0010396395","0.0378","0.0349","0.0016827472","NaN","0.019621","0.018482"
"201305","1,630.74","32.8815","89.8667","0.3338325978","0.0004","0.0389","0.0473","0.0309","-0.0047046811","0.000000","0.0017804078","-0.0629","-0.0536","0.0010155556","NaN","0.023120","0.020441"
"201306","1,606.28","33.2663","90.9500","0.3384443580","0.0005","0.0427","0.0519","0.0330","0.0001187088","0.000000","0.0023997081","-0.0285","-0.0371","0.0022476743","NaN","-0.013601","-0.015262"
"201307","1,685.73","33.6455","92.0900","0.3255625651","0.0004","0.0434","0.0532","0.0344","0.0083606059","0.000000","0.0003939975","-0.0173","0.0031","0.0005020654","NaN","0.050672","0.049287"
"201308","1,632.97","34.0247","93.2300","0.3407133274","0.0004","0.0454","0.0542","0.0351","0.0103321159","0.000000","0.0012029316","-0.0079","-0.0074","0.0009504246","NaN","-0.029207","-0.031638"
"201309","1,681.55","34.4039","94.3700","0.3335214846","0.0002","0.0464","0.0547","0.0349","0.0101187010","0.000000","0.0011630045","0.0061","0.0014","0.0006222223","NaN","0.031660","0.030064"
"201310","1,756.54","34.6000","96.3133","0.3245948250","0.0005","0.0453","0.0531","0.0342","0.0096228184","0.000000","-0.0025752833","0.0128","0.0211","0.0014383686","NaN","0.046268","0.044953"
"201311","1,805.81","34.7960","98.2567","0.3136852784","0.0007","0.0463","0.0538","0.0361","0.0103247749","0.000000","-0.0020424242","-0.0236","-0.0086","0.0006443989","NaN","0.030817","0.028398"
"201312","1,848.36","34.9920","100.2000","0.3044081256","0.0007","0.0462","0.0538","0.0378","0.0121439423","0.000000","-0.0000858115","-0.0207","0.0002","0.0007455165","NaN","0.025950","0.024196"
"201401","1,782.59","35.4039","100.4167","0.3214292767","0.0004","0.0449","0.0519","0.0342","0.0137652167","0.000000","0.0037202477","0.0548","0.0331","0.0013035884","NaN","-0.034666","-0.035731"
"201402","1,859.45","35.8158","100.6333","0.3091630718","0.0005","0.0445","0.0510","0.0339","0.0165761624","0.000000","0.0036979087","0.0074","0.0168","0.0012535647","NaN","0.045757","0.043194"
"201403","1,872.34","36.2277","100.8500","0.3506160657","0.0005","0.0438","0.0506","0.0337","0.0164163804","0.000000","0.0064400441","0.0063","0.0062","0.0008690325","NaN","0.008056","0.006537"
"201404","1,883.95","36.6120","101.6067","0.3480113191","0.0003","0.0424","0.0490","0.0326","0.0166232646","0.000000","0.0032967545","0.0181","0.0160","0.0013626925","NaN","0.006555","0.005388"
"201405","1,923.57","36.9963","102.3633","0.3451732560","0.0003","0.0416","0.0476","0.0309","0.0139852650","0.000000","0.0034926098","0.0279","0.0188","0.0005552042","NaN","0.023309","0.020895"
"201406","1,960.23","37.3807","103.1200","0.3429284585","0.0004","0.0425","0.0480","0.0313","0.0138854356","0.000000","0.0018621269","-0.0025","0.0020","0.0002819998","NaN","0.020635","0.019048"
"201407","1,930.67","37.7520","104.0667","0.3483798518","0.0003","0.0416","0.0473","0.0310","0.0084371731","0.000000","-0.0003901940","0.0057","0.0024","0.0009491219","NaN","-0.013974","-0.015278"
"201408","2,003.37","38.1233","105.0133","0.3374762040","0.0003","0.0408","0.0469","0.0287","0.0067389900","0.000000","-0.0016705142","0.0369","0.0356","0.0005462017","NaN","0.039777","0.037446"
"201409","1,972.29","38.4946","105.9600","0.3385761813","0.0002","0.0411","0.0480","0.0300","0.0079914430","0.000000","0.0007525688","-0.0170","-0.0271","0.0007210232","NaN","-0.013928","-0.015467"
"201410","2,018.05","38.8108","104.7433","0.3318083646","0.0002","0.0392","0.0469","0.0282","0.0080322917","0.000000","-0.0025122778","0.0300","0.0225","0.0029439983","NaN","0.023972","0.022800"
"201411","2,067.56","39.1270","103.5267","0.3236617860","0.0002","0.0392","0.0479","0.0264","0.0068915801","0.000000","-0.0053994179","0.0286","0.0173","0.0001502540","NaN","0.027631","0.025159"
"201412","2,058.90","39.4431","102.3100","0.3237556717","0.0003","0.0379","0.0474","0.0246","0.0056250385","0.000000","-0.0056701009","0.0290","0.0183","0.0019928394","NaN","-0.002473","-0.004249"
"201501","1,994.99","39.8976","101.2900","0.3361687625","0.0003","0.0346","0.0445","0.0200","0.0001909177","0.000000","-0.0047058924","0.0709","0.0599","0.0022266292","NaN","-0.029430","-0.030468"
"201502","2,104.50","40.3521","100.2700","0.3182272910","0.0002","0.0361","0.0451","0.0238","-0.0037666739","0.000000","0.0043430449","-0.0523","-0.0320","0.0008135397","NaN","0.056976","0.054305"
"201503","2,067.89","40.8066","99.2500","0.3074540451","0.0003","0.0364","0.0454","0.0230","-0.0068894585","0.000000","0.0059517216","0.0137","0.0058","0.0017203750","NaN","-0.014993","-0.016628"
"201504","2,085.51","41.1184","97.8033","0.3063442097","0.0002","0.0352","0.0448","0.0249","-0.0070747676","0.000000","0.0020328733","-0.0250","-0.0223","0.0005743428","NaN","0.009101","0.008004"
"201505","2,107.39","41.4302","96.3567","0.3034499530","0.0002","0.0398","0.0489","0.0262","-0.0080783906","0.000000","0.0050972320","-0.0159","-0.0204","0.0008869954","NaN","0.012522","0.010141"
"201506","2,063.11","41.7420","94.9100","0.3101868327","0.0002","0.0419","0.0513","0.0285","-0.0087253358","0.000000","0.0035028700","-0.0298","-0.0320","0.0010521576","NaN","-0.019343","-0.021020"
"201507","2,103.84","41.9981","93.4933","0.3089532648","0.0003","0.0415","0.0520","0.0263","-0.0083571622","0.000000","0.0000670472","0.0329","0.0239","0.0011597790","NaN","0.021297","0.020101"
"201508","1,972.18","42.2543","92.0767","0.3306709874","0.0007","0.0404","0.0519","0.0264","-0.0101608866","0.000000","-0.0014162763","0.0012","-0.0067","0.0058469489","NaN","-0.060073","-0.062419"
"201509","1,920.03","42.5104","90.6600","0.3356119548","0.0002","0.0407","0.0534","0.0253","-0.0136376361","0.000000","-0.0015567566","0.0174","0.0133","0.0040534912","NaN","-0.024547","-0.026258"
